pedido_id,data_pedido,data_entrega,transportadora,cidade_origem,cidade_destino,prazo_estimado_dias,prazo_real_dias,custo_transporte,status_entrega
45571,15/07/2024,26/07/2024,Jadlog,Belo Horizonte,Araújo,9,11,127.66,Entregue
57099,01/12/2024,06/12/2024,Azul Cargo,São Paulo,Peixoto,5,5,139.69,Entregue
801,09/09/2024,15/09/2024,Azul Cargo,Belo Horizonte,Peixoto da Mata,6,6,32.4,Entregue
10679,09/06/2024,15/06/2024,Azul Cargo,São Paulo,Pinto do Galho,3,6,206.72,Entregue
20293,06/10/2024,14/10/2024,Jadlog,Belo Horizonte,Carvalho,5,8,177.31,Entregue
62450,27/01/2024,03/02/2024,Loggi,Curitiba,Correia,4,7,65.98,Entregue
52570,16/08/2024,24/08/2024,Loggi,Salvador,Costa,7,8,120.83,Entregue
9392,23/03/2024,26/03/2024,Azul Cargo,Belo Horizonte,Oliveira Grande,2,3,76.78,Entregue
32107,12/09/2024,20/09/2024,Loggi,Salvador,Cardoso de Caldeira,6,8,168.26,Entregue
26849,17/08/2024,22/08/2024,Loggi,Salvador,Alves,3,5,238.18,Entregue
7271,25/05/2024,06/06/2024,Correios,Recife,da Conceição Grande,9,12,140.48,Entregue
67998,25/09/2024,30/09/2024,Jadlog,São Paulo,Barros de Costa,4,5,205.33,Entregue
31364,07/05/2024,14/05/2024,Loggi,Recife,Oliveira Grande,7,7,268.5,Entregue
39169,17/02/2024,19/02/2024,Loggi,São Paulo,Moreira,2,2,82.75,Entregue
10666,08/05/2024,16/05/2024,Correios,Recife,Monteiro,6,8,49.74,Entregue
5599,23/08/2024,02/09/2024,Azul Cargo,Belo Horizonte,Rodrigues,8,10,170.28,Entregue
11381,07/06/2024,12/06/2024,Correios,Curitiba,Santos Grande,6,5,120.43,Entregue
31356,26/05/2024,05/06/2024,Correios,Belo Horizonte,Ramos,8,10,207.34,Entregue
29725,23/05/2024,24/05/2024,Azul Cargo,Belo Horizonte,Rocha,2,1,16.55,Entregue
19414,05/08/2024,14/08/2024,Jadlog,Curitiba,da Rosa,7,9,37.92,Entregue
38370,07/12/2024,15/12/2024,Azul Cargo,Belo Horizonte,Lima,8,8,230.69,Entregue
16422,05/01/2024,10/01/2024,Correios,Curitiba,Jesus,4,5,185.76,Em trânsito
3883,27/03/2024,08/04/2024,Azul Cargo,Curitiba,Mendes,9,12,209.95,Entregue
7252,16/04/2024,21/04/2024,Azul Cargo,São Paulo,Costela da Praia,4,5,178.37,Entregue
24033,28/09/2024,04/10/2024,Correios,Salvador,Souza do Sul,4,6,61.36,Entregue
52471,21/02/2024,23/02/2024,Azul Cargo,Recife,da Rosa do Norte,3,2,225.31,Entregue
20541,21/12/2024,26/12/2024,Correios,Salvador,Jesus dos Dourados,3,5,23.38,Entregue
58184,09/06/2024,21/06/2024,Azul Cargo,Belo Horizonte,da Rosa de Duarte,9,12,16.44,Entregue
10360,21/09/2024,02/10/2024,Loggi,Curitiba,Cardoso de Caldeira,10,11,150.39,Entregue
47123,17/04/2024,27/04/2024,Correios,Recife,da Rosa,10,10,139.05,Entregue
18520,24/04/2024,28/04/2024,Azul Cargo,Recife,Pereira,2,4,62.22,Entregue
57210,06/07/2024,15/07/2024,Jadlog,Curitiba,da Luz,10,9,108.84,Entregue
10154,27/06/2024,05/07/2024,Correios,Salvador,Lopes,8,8,29.84,Entregue
21829,07/04/2024,12/04/2024,Jadlog,Curitiba,Cardoso,4,5,159.86,Em trânsito
2360,28/08/2024,03/09/2024,Jadlog,Salvador,Freitas da Mata,4,6,38.7,Em trânsito
11583,15/07/2024,21/07/2024,Azul Cargo,Curitiba,Fogaça do Norte,6,6,196.01,Entregue
58322,22/04/2024,04/05/2024,Azul Cargo,Belo Horizonte,Costela do Sul,10,12,41.02,Entregue
22709,18/02/2024,23/02/2024,Correios,Recife,Gonçalves,4,5,199.61,Entregue
14674,23/02/2024,02/03/2024,Jadlog,Belo Horizonte,Castro da Praia,7,8,23.24,Entregue
18368,26/07/2024,29/07/2024,Loggi,Curitiba,Duarte,3,3,185.02,Entregue
67044,17/05/2024,20/05/2024,Loggi,Salvador,Souza,3,3,229.42,Entregue
53515,04/01/2024,10/01/2024,Azul Cargo,Salvador,Santos,4,6,121.08,Devolvido
54086,05/03/2024,12/03/2024,Loggi,Salvador,Duarte,7,7,101.63,Entregue
12348,18/10/2024,26/10/2024,Correios,Recife,da Mota,8,8,20.25,Entregue
2653,05/05/2024,09/05/2024,Loggi,Recife,Moraes,5,4,111.19,Entregue
37193,12/01/2024,18/01/2024,Loggi,Salvador,Vieira,4,6,288.28,Entregue
26892,08/10/2024,14/10/2024,Azul Cargo,Salvador,Viana,3,6,122.7,Entregue
32506,15/05/2024,26/05/2024,Correios,Curitiba,Rodrigues,9,11,283.58,Entregue
19743,28/04/2024,09/05/2024,Loggi,São Paulo,Oliveira,10,11,174.72,Em trânsito
28474,23/02/2024,03/03/2024,Loggi,Recife,Ferreira de Duarte,10,9,227.32,Entregue
4443,24/05/2024,06/06/2024,Loggi,Curitiba,Fernandes de Mendes,10,13,245.26,Em trânsito
39855,04/04/2024,11/04/2024,Jadlog,São Paulo,Souza,4,7,285.44,Entregue
26696,17/02/2024,24/02/2024,Correios,Recife,Rodrigues,5,7,239.86,Entregue
33899,22/12/2024,29/12/2024,Correios,Curitiba,da Costa de Cardoso,8,7,110.97,Entregue
62505,28/03/2024,03/04/2024,Jadlog,São Paulo,Fernandes das Flores,3,6,229.99,Entregue
6759,25/10/2024,28/10/2024,Jadlog,São Paulo,Silva,4,3,201.08,Entregue
31868,16/03/2024,17/03/2024,Azul Cargo,Belo Horizonte,Ferreira de da Mota,2,1,115.61,Entregue
53379,10/04/2024,17/04/2024,Loggi,São Paulo,Lima do Campo,5,7,51.5,Entregue
22922,27/05/2024,01/06/2024,Azul Cargo,Belo Horizonte,Ramos,3,5,233.3,Entregue
66481,21/02/2024,01/03/2024,Azul Cargo,Belo Horizonte,Barros da Prata,8,9,224.85,Entregue
1857,02/09/2024,11/09/2024,Jadlog,Salvador,Barros de Cardoso,10,9,154.73,Em trânsito
14128,19/04/2024,27/04/2024,Loggi,Curitiba,da Conceição de Mendes,5,8,40.53,Entregue
37830,23/07/2024,31/07/2024,Jadlog,Salvador,Cardoso,6,8,77.71,Entregue
7564,10/01/2024,20/01/2024,Azul Cargo,São Paulo,Ferreira de da Mota,9,10,179.02,Entregue
54750,01/06/2024,11/06/2024,Loggi,Salvador,Freitas,10,10,252.09,Entregue
47771,07/12/2024,10/12/2024,Loggi,Salvador,Barbosa,4,3,179.47,Entregue
13650,11/11/2024,16/11/2024,Loggi,Salvador,Silveira Grande,3,5,192.17,Entregue
37255,03/06/2024,09/06/2024,Jadlog,Salvador,das Neves,6,6,113.25,Entregue
52487,01/03/2024,11/03/2024,Correios,Recife,Duarte,9,10,213.33,Entregue
53836,22/12/2024,04/01/2025,Loggi,São Paulo,Nogueira Paulista,10,13,249.25,Entregue
21895,23/09/2024,03/10/2024,Loggi,São Paulo,Peixoto do Norte,9,10,236.47,Entregue
26555,13/05/2024,21/05/2024,Correios,São Paulo,Ramos,6,8,157.78,Entregue
66783,18/07/2024,28/07/2024,Correios,Belo Horizonte,Melo do Oeste,7,10,272.15,Entregue
8507,02/10/2024,08/10/2024,Jadlog,Recife,Costela da Prata,4,6,45.55,Entregue
23199,09/04/2024,17/04/2024,Azul Cargo,Belo Horizonte,Duarte,6,8,232.99,Entregue
21476,21/09/2024,26/09/2024,Loggi,Salvador,da Costa,5,5,87.09,Entregue
38967,07/12/2024,13/12/2024,Azul Cargo,Belo Horizonte,Jesus Paulista,6,6,146.34,Entregue
4230,01/03/2024,10/03/2024,Azul Cargo,Belo Horizonte,Correia das Flores,6,9,99.5,Entregue
58213,04/09/2024,13/09/2024,Jadlog,Recife,Lopes de Sales,8,9,196.3,Entregue
24281,03/01/2024,11/01/2024,Jadlog,Curitiba,Castro de Goiás,8,8,72.19,Entregue
39906,05/05/2024,15/05/2024,Azul Cargo,Salvador,Aragão de Cardoso,8,10,62.87,Entregue
23812,21/07/2024,26/07/2024,Jadlog,São Paulo,Ramos,2,5,147.34,Entregue
39581,25/05/2024,30/05/2024,Azul Cargo,Belo Horizonte,Araújo de Pinto,2,5,74.28,Entregue
65180,13/06/2024,24/06/2024,Loggi,Recife,Lopes,10,11,205.55,Entregue
11833,07/01/2024,17/01/2024,Correios,Belo Horizonte,Melo da Praia,10,10,267.67,Entregue
55026,25/02/2024,02/03/2024,Loggi,Belo Horizonte,Fogaça do Sul,4,6,198.69,Entregue
51660,24/09/2024,03/10/2024,Loggi,Salvador,Melo do Oeste,8,9,85.2,Entregue
53632,23/10/2024,31/10/2024,Loggi,Curitiba,Barros de Costa,8,8,285.99,Entregue
48268,10/08/2024,13/08/2024,Loggi,São Paulo,Fernandes das Flores,2,3,271.95,Entregue
29680,26/04/2024,09/05/2024,Correios,Recife,Azevedo,10,13,213.61,Entregue
1371,27/04/2024,04/05/2024,Jadlog,Recife,da Mata,5,7,79.0,Devolvido
16047,21/01/2024,29/01/2024,Correios,Salvador,da Mata de Rodrigues,7,8,299.29,Entregue
45635,22/12/2024,04/01/2025,Azul Cargo,Recife,Ramos,10,13,241.49,Entregue
64192,17/12/2024,24/12/2024,Jadlog,Recife,Peixoto dos Dourados,6,7,51.92,Entregue
32492,16/04/2024,22/04/2024,Jadlog,Curitiba,Farias,4,6,38.51,Entregue
5863,12/01/2024,17/01/2024,Loggi,Salvador,Melo,6,5,184.74,Entregue
20942,28/12/2024,04/01/2025,Jadlog,Belo Horizonte,Araújo Verde,6,7,220.18,Entregue
19175,18/08/2024,22/08/2024,Correios,Belo Horizonte,Rocha,3,4,144.2,Em trânsito
43880,13/05/2024,22/05/2024,Jadlog,Salvador,da Cruz,8,9,60.16,Entregue
45633,04/12/2024,08/12/2024,Azul Cargo,Recife,Freitas Verde,3,4,155.76,Entregue
54706,23/04/2024,02/05/2024,Correios,Recife,Silveira de Aragão,10,9,206.76,Em trânsito
50255,09/03/2024,18/03/2024,Correios,São Paulo,Farias do Galho,8,9,184.38,Entregue
39210,05/04/2024,14/04/2024,Jadlog,Salvador,da Cruz,8,9,208.86,Entregue
47372,24/09/2024,28/09/2024,Correios,Curitiba,Vieira das Pedras,3,4,41.05,Em trânsito
26392,05/07/2024,06/07/2024,Azul Cargo,Recife,Ramos de Lima,2,1,39.35,Entregue
39291,11/10/2024,23/10/2024,Azul Cargo,Curitiba,Cardoso,9,12,37.67,Entregue
41660,12/05/2024,23/05/2024,Azul Cargo,Salvador,Farias,9,11,69.41,Entregue
15416,10/07/2024,16/07/2024,Azul Cargo,Curitiba,Duarte,6,6,77.31,Entregue
60801,10/02/2024,17/02/2024,Azul Cargo,Recife,Viana,8,7,201.31,Em trânsito
31573,06/05/2024,18/05/2024,Jadlog,Salvador,Aragão,10,12,49.01,Entregue
17689,09/01/2024,18/01/2024,Loggi,Salvador,Fogaça de Goiás,9,9,188.18,Em trânsito
63377,28/03/2024,07/04/2024,Loggi,Salvador,Mendes,9,10,48.88,Em trânsito
34227,12/10/2024,16/10/2024,Correios,Recife,Nunes do Campo,3,4,158.67,Entregue
12285,08/07/2024,21/07/2024,Azul Cargo,São Paulo,Rocha,10,13,171.95,Entregue
58306,15/03/2024,18/03/2024,Azul Cargo,Belo Horizonte,Santos de Costela,3,3,188.67,Entregue
27897,19/03/2024,30/03/2024,Jadlog,Belo Horizonte,Azevedo,8,11,203.38,Entregue
8442,09/07/2024,19/07/2024,Loggi,Recife,Cardoso do Campo,10,10,181.5,Entregue
27020,24/06/2024,30/06/2024,Jadlog,São Paulo,Araújo de Pinto,5,6,269.82,Entregue
42703,18/10/2024,26/10/2024,Correios,Curitiba,Pinto de Minas,7,8,275.06,Entregue
1787,26/05/2024,01/06/2024,Loggi,São Paulo,da Luz,4,6,191.93,Em trânsito
2732,27/10/2024,31/10/2024,Loggi,Recife,Ribeiro,2,4,116.61,Entregue
13959,22/07/2024,27/07/2024,Jadlog,Curitiba,Freitas de Moraes,3,5,149.77,Entregue
45367,21/10/2024,30/10/2024,Jadlog,Salvador,da Mata de Rodrigues,8,9,297.64,Entregue
629,20/11/2024,24/11/2024,Azul Cargo,Recife,Oliveira da Prata,4,4,130.75,Entregue
35175,10/02/2024,18/02/2024,Correios,São Paulo,Correia do Oeste,9,8,224.25,Entregue
8619,07/04/2024,13/04/2024,Correios,Salvador,Cardoso,6,6,270.21,Em trânsito
38497,11/07/2024,18/07/2024,Jadlog,Salvador,Ferreira,5,7,81.32,Entregue
29820,03/08/2024,08/08/2024,Correios,São Paulo,Cardoso,5,5,174.3,Entregue
46864,27/11/2024,02/12/2024,Loggi,Salvador,Ribeiro,4,5,220.27,Entregue
26865,15/08/2024,23/08/2024,Loggi,Recife,Lopes,9,8,119.34,Entregue
12352,09/11/2024,18/11/2024,Correios,Recife,Souza,7,9,88.56,Entregue
41380,22/07/2024,27/07/2024,Azul Cargo,Salvador,Caldeira Verde,6,5,158.34,Entregue
33774,06/04/2024,13/04/2024,Correios,São Paulo,Ferreira de Duarte,7,7,247.02,Em trânsito
29283,26/07/2024,28/07/2024,Azul Cargo,Curitiba,Ribeiro dos Dourados,3,2,60.38,Entregue
30949,28/07/2024,08/08/2024,Azul Cargo,São Paulo,da Luz,8,11,226.38,Entregue
31492,01/01/2024,07/01/2024,Azul Cargo,São Paulo,Peixoto da Mata,6,6,182.26,Entregue
12841,17/10/2024,21/10/2024,Loggi,Belo Horizonte,Jesus,4,4,232.47,Entregue
36925,03/02/2024,12/02/2024,Azul Cargo,São Paulo,Azevedo,9,9,271.5,Entregue
55733,12/05/2024,17/05/2024,Azul Cargo,Salvador,da Mata da Mata,3,5,51.75,Entregue
67856,14/10/2024,20/10/2024,Loggi,Salvador,Santos,6,6,273.65,Entregue
58255,23/11/2024,30/11/2024,Azul Cargo,São Paulo,Cardoso de Caldeira,5,7,176.75,Entregue
53227,20/05/2024,27/05/2024,Correios,São Paulo,Rezende do Amparo,5,7,25.1,Entregue
21334,18/06/2024,23/06/2024,Loggi,São Paulo,da Mata de Rocha,4,5,82.28,Entregue
30018,07/01/2024,20/01/2024,Correios,São Paulo,Mendes,10,13,31.88,Entregue
59506,25/08/2024,28/08/2024,Azul Cargo,Salvador,Viana,2,3,112.48,Entregue
15357,25/06/2024,30/06/2024,Azul Cargo,Curitiba,Silva,4,5,167.14,Entregue
32915,19/09/2024,23/09/2024,Azul Cargo,Salvador,Lima,4,4,145.54,Entregue
9355,02/12/2024,04/12/2024,Loggi,São Paulo,Sales de Fogaça,3,2,37.42,Entregue
61437,11/02/2024,16/02/2024,Azul Cargo,Recife,Novaes dos Dourados,5,5,226.86,Entregue
45131,13/05/2024,19/05/2024,Loggi,Recife,Mendes,3,6,151.14,Entregue
54301,08/05/2024,14/05/2024,Correios,Curitiba,Fernandes do Galho,3,6,296.74,Entregue
39166,21/01/2024,31/01/2024,Jadlog,Belo Horizonte,Gonçalves,9,10,288.8,Entregue
11519,22/03/2024,31/03/2024,Correios,Recife,Alves das Pedras,6,9,134.72,Entregue
41462,12/09/2024,20/09/2024,Jadlog,São Paulo,da Rocha Grande,8,8,215.6,Entregue
57321,08/02/2024,19/02/2024,Jadlog,Belo Horizonte,da Cunha do Campo,8,11,128.91,Entregue
9621,24/06/2024,01/07/2024,Jadlog,São Paulo,Aragão,6,7,246.14,Entregue
61962,03/08/2024,04/08/2024,Azul Cargo,Belo Horizonte,Melo,2,1,157.52,Entregue
48019,05/02/2024,13/02/2024,Jadlog,Curitiba,Carvalho de Lopes,7,8,163.79,Entregue
22163,04/02/2024,08/02/2024,Loggi,Recife,da Cunha,5,4,41.69,Entregue
62150,14/07/2024,25/07/2024,Loggi,São Paulo,Correia,9,11,59.89,Entregue
61992,10/09/2024,16/09/2024,Azul Cargo,Curitiba,Cardoso,7,6,133.39,Entregue
58015,01/07/2024,12/07/2024,Loggi,São Paulo,Alves do Amparo,10,11,90.01,Entregue
31695,23/10/2024,27/10/2024,Loggi,Salvador,Teixeira,3,4,137.25,Entregue
10850,19/02/2024,27/02/2024,Loggi,Recife,Fernandes,7,8,165.1,Entregue
3560,05/04/2024,11/04/2024,Jadlog,Salvador,da Conceição das Pedras,6,6,59.79,Entregue
22936,05/05/2024,13/05/2024,Azul Cargo,São Paulo,da Luz,7,8,226.23,Entregue
68014,21/10/2024,26/10/2024,Jadlog,Salvador,Freitas,4,5,200.55,Entregue
4870,13/06/2024,17/06/2024,Loggi,Belo Horizonte,Araújo,2,4,32.48,Entregue
7965,21/04/2024,23/04/2024,Azul Cargo,Recife,Nogueira Paulista,3,2,17.15,Entregue
13315,27/12/2024,05/01/2025,Azul Cargo,São Paulo,Ribeiro,6,9,146.41,Entregue
46952,12/05/2024,17/05/2024,Jadlog,São Paulo,Lopes,3,5,30.73,Entregue
42593,12/06/2024,18/06/2024,Jadlog,Curitiba,da Luz de Novaes,7,6,108.25,Entregue
13217,03/06/2024,13/06/2024,Azul Cargo,Recife,Jesus do Galho,7,10,26.76,Entregue
56306,15/07/2024,22/07/2024,Correios,Belo Horizonte,Gomes,4,7,83.4,Entregue
3383,02/07/2024,06/07/2024,Azul Cargo,Recife,Cavalcanti da Praia,5,4,147.8,Entregue
8229,04/06/2024,05/06/2024,Azul Cargo,Recife,Moura do Campo,2,1,190.23,Em trânsito
36025,22/10/2024,03/11/2024,Azul Cargo,Belo Horizonte,Rodrigues de Araújo,9,12,15.9,Entregue
45665,05/02/2024,11/02/2024,Loggi,Salvador,Fernandes dos Dourados,6,6,15.6,Entregue
57792,21/04/2024,04/05/2024,Jadlog,São Paulo,Pinto de Pinto,10,13,277.85,Em trânsito
2226,09/12/2024,22/12/2024,Loggi,Salvador,Fernandes das Flores,10,13,289.99,Entregue
40454,23/03/2024,24/03/2024,Loggi,Belo Horizonte,Cardoso,2,1,282.97,Entregue
34079,17/12/2024,24/12/2024,Correios,Belo Horizonte,Rocha,4,7,281.27,Entregue
40501,20/05/2024,23/05/2024,Azul Cargo,Salvador,Monteiro,4,3,126.48,Entregue
63949,12/06/2024,14/06/2024,Azul Cargo,São Paulo,Jesus,2,2,215.63,Em trânsito
58951,09/08/2024,15/08/2024,Jadlog,Recife,Ferreira,6,6,258.09,Entregue
61480,17/05/2024,20/05/2024,Correios,Salvador,Cardoso,4,3,21.28,Entregue
63442,08/07/2024,15/07/2024,Loggi,Belo Horizonte,da Rocha do Sul,6,7,201.95,Entregue
59523,13/09/2024,20/09/2024,Azul Cargo,Recife,Viana,6,7,24.52,Entregue
32490,11/04/2024,21/04/2024,Azul Cargo,Belo Horizonte,Silveira,8,10,70.4,Entregue
15999,11/10/2024,14/10/2024,Correios,Recife,Fernandes do Oeste,4,3,235.92,Entregue
16356,08/09/2024,14/09/2024,Correios,Belo Horizonte,Ribeiro de Goiás,7,6,25.38,Entregue
23880,28/11/2024,05/12/2024,Jadlog,Belo Horizonte,Duarte,5,7,282.02,Entregue
41106,09/01/2024,16/01/2024,Correios,Recife,Pereira do Sul,5,7,100.99,Entregue
28978,24/03/2024,31/03/2024,Loggi,Salvador,Rocha Grande,6,7,196.86,Entregue
51794,16/06/2024,18/06/2024,Jadlog,Belo Horizonte,Costela,2,2,85.11,Entregue
15743,18/07/2024,28/07/2024,Correios,Curitiba,Moraes Verde,10,10,236.58,Entregue
60337,21/02/2024,01/03/2024,Loggi,Curitiba,Ramos de Nogueira,9,9,84.98,Entregue
39410,25/05/2024,03/06/2024,Loggi,Curitiba,Moreira de Lima,9,9,106.1,Entregue
34046,19/10/2024,29/10/2024,Correios,Recife,da Cunha do Norte,8,10,84.73,Em trânsito
63734,22/01/2024,29/01/2024,Azul Cargo,Belo Horizonte,Farias,8,7,179.66,Entregue
33753,21/03/2024,02/04/2024,Loggi,Curitiba,Duarte,9,12,241.76,Entregue
16432,18/02/2024,29/02/2024,Azul Cargo,Belo Horizonte,Novaes,8,11,103.39,Entregue
52206,24/08/2024,06/09/2024,Azul Cargo,Belo Horizonte,Monteiro,10,13,259.14,Entregue
57880,24/10/2024,26/10/2024,Correios,São Paulo,Jesus Paulista,3,2,175.65,Entregue
61188,25/12/2024,28/12/2024,Azul Cargo,São Paulo,Fernandes de Campos,2,3,153.34,Entregue
5978,11/08/2024,20/08/2024,Jadlog,Salvador,Fogaça do Galho,8,9,195.51,Entregue
20481,02/07/2024,06/07/2024,Correios,Salvador,Duarte,5,4,49.6,Entregue
29367,11/01/2024,16/01/2024,Loggi,Curitiba,Moraes do Oeste,4,5,108.97,Entregue
8116,06/11/2024,18/11/2024,Correios,Salvador,Cardoso de Caldeira,9,12,54.76,Entregue
60728,22/11/2024,01/12/2024,Loggi,Salvador,Silveira de da Mota,6,9,205.68,Entregue
2213,08/12/2024,11/12/2024,Azul Cargo,Salvador,da Conceição Paulista,2,3,271.9,Entregue
51352,23/12/2024,03/01/2025,Loggi,Belo Horizonte,Pires do Amparo,10,11,291.66,Em trânsito
35980,16/07/2024,22/07/2024,Loggi,Recife,Moura,7,6,291.9,Entregue
21632,28/02/2024,07/03/2024,Loggi,Belo Horizonte,da Luz de Peixoto,8,8,266.34,Entregue
31902,04/04/2024,15/04/2024,Correios,Belo Horizonte,Mendes,9,11,169.78,Entregue
53416,22/06/2024,28/06/2024,Azul Cargo,Curitiba,Martins de Correia,6,6,286.41,Entregue
24207,24/08/2024,02/09/2024,Azul Cargo,São Paulo,Castro do Galho,8,9,289.99,Entregue
38421,28/03/2024,06/04/2024,Azul Cargo,Belo Horizonte,Monteiro,6,9,134.34,Entregue
16014,28/11/2024,07/12/2024,Loggi,Curitiba,Araújo de Goiás,7,9,254.76,Entregue
23112,18/02/2024,01/03/2024,Correios,Salvador,Sales,10,12,218.47,Entregue
32779,09/12/2024,20/12/2024,Azul Cargo,Curitiba,Carvalho,8,11,52.51,Em trânsito
54502,27/07/2024,31/07/2024,Correios,Salvador,Santos da Mata,2,4,272.69,Entregue
45612,20/10/2024,27/10/2024,Correios,Recife,das Neves,6,7,294.74,Entregue
61344,12/09/2024,21/09/2024,Correios,Curitiba,Alves das Pedras,9,9,288.9,Entregue
48099,23/04/2024,25/04/2024,Jadlog,Belo Horizonte,Monteiro,2,2,14.07,Entregue
5955,12/07/2024,20/07/2024,Loggi,Belo Horizonte,Sales,7,8,243.95,Em trânsito
9129,04/09/2024,12/09/2024,Loggi,Curitiba,Almeida da Mata,6,8,119.2,Entregue
17826,06/11/2024,15/11/2024,Jadlog,Curitiba,da Costa Grande,9,9,51.07,Entregue
15518,27/10/2024,31/10/2024,Azul Cargo,Belo Horizonte,Lopes das Pedras,5,4,31.44,Entregue
482,21/12/2024,25/12/2024,Correios,Belo Horizonte,Lopes do Campo,5,4,255.2,Em trânsito
30177,14/12/2024,19/12/2024,Azul Cargo,Curitiba,Monteiro,3,5,263.81,Entregue
16097,08/05/2024,09/05/2024,Correios,Belo Horizonte,Melo das Pedras,2,1,256.42,Entregue
56630,07/06/2024,16/06/2024,Azul Cargo,São Paulo,Farias,6,9,215.75,Entregue
39058,21/06/2024,01/07/2024,Azul Cargo,Salvador,Nunes do Oeste,8,10,148.53,Entregue
18388,13/08/2024,17/08/2024,Loggi,Belo Horizonte,Barros,2,4,74.71,Entregue
23390,06/08/2024,15/08/2024,Loggi,Belo Horizonte,Peixoto de Santos,9,9,85.29,Entregue
28398,16/12/2024,20/12/2024,Azul Cargo,São Paulo,Pinto,5,4,254.83,Entregue
16619,27/02/2024,04/03/2024,Loggi,Curitiba,Mendes,5,6,181.46,Entregue
2758,15/01/2024,17/01/2024,Azul Cargo,Salvador,Silveira de Novaes,2,2,217.9,Entregue
18700,08/02/2024,19/02/2024,Loggi,Curitiba,Aragão Verde,10,11,238.93,Entregue
67348,03/12/2024,05/12/2024,Azul Cargo,Curitiba,Pires,2,2,295.84,Entregue
65739,18/08/2024,24/08/2024,Jadlog,Recife,Freitas da Mata,6,6,67.23,Entregue
275,18/07/2024,23/07/2024,Jadlog,Recife,Costela,2,5,29.08,Entregue
14625,09/12/2024,15/12/2024,Correios,Curitiba,Melo do Oeste,4,6,237.32,Em trânsito
45477,20/01/2024,30/01/2024,Correios,Salvador,Azevedo,7,10,104.97,Entregue
24096,04/01/2024,14/01/2024,Loggi,Salvador,da Costa da Praia,8,10,42.59,Entregue
43684,02/12/2024,08/12/2024,Azul Cargo,Belo Horizonte,Alves,6,6,34.89,Devolvido
6683,20/06/2024,28/06/2024,Azul Cargo,Salvador,Duarte,9,8,130.63,Entregue
58381,15/08/2024,21/08/2024,Correios,São Paulo,Moraes Verde,4,6,68.19,Entregue
29562,14/01/2024,21/01/2024,Loggi,São Paulo,Fogaça do Sul,7,7,100.24,Entregue
32213,24/12/2024,02/01/2025,Jadlog,Curitiba,da Luz da Prata,10,9,102.46,Entregue
40208,19/02/2024,23/02/2024,Azul Cargo,Curitiba,Cardoso Alegre,5,4,286.73,Entregue
34952,24/12/2024,04/01/2025,Correios,Belo Horizonte,Duarte do Oeste,9,11,88.71,Entregue
20611,27/04/2024,02/05/2024,Azul Cargo,Recife,Farias do Galho,5,5,101.24,Entregue
60175,08/06/2024,11/06/2024,Correios,São Paulo,Ferreira da Prata,2,3,66.18,Entregue
59853,21/08/2024,26/08/2024,Loggi,Recife,Fernandes,6,5,290.48,Entregue
55689,28/04/2024,06/05/2024,Loggi,Salvador,da Cunha,7,8,155.95,Entregue
63829,12/04/2024,19/04/2024,Azul Cargo,Salvador,Cardoso,8,7,240.75,Entregue
60419,15/04/2024,19/04/2024,Correios,Salvador,Dias de Minas,3,4,66.14,Entregue
2731,02/10/2024,10/10/2024,Jadlog,Recife,Viana,6,8,86.01,Entregue
30389,19/01/2024,25/01/2024,Loggi,Belo Horizonte,Lopes,7,6,179.12,Entregue
63500,20/11/2024,23/11/2024,Azul Cargo,Salvador,Nogueira,4,3,11.79,Entregue
49366,01/01/2024,03/01/2024,Correios,Recife,Barbosa das Flores,2,2,235.11,Entregue
11363,01/05/2024,11/05/2024,Loggi,São Paulo,Oliveira,9,10,83.87,Entregue
19415,11/08/2024,20/08/2024,Loggi,Recife,da Costa,9,9,76.76,Entregue
50608,15/11/2024,25/11/2024,Azul Cargo,Belo Horizonte,Azevedo,10,10,181.0,Entregue
26894,27/10/2024,04/11/2024,Correios,São Paulo,Lima,9,8,12.61,Entregue
4140,07/08/2024,18/08/2024,Jadlog,Curitiba,Barbosa Alegre,8,11,124.3,Devolvido
12415,14/03/2024,22/03/2024,Azul Cargo,São Paulo,Oliveira da Prata,8,8,293.34,Entregue
47638,27/03/2024,30/03/2024,Correios,São Paulo,Cardoso,3,3,272.05,Entregue
33627,19/10/2024,23/10/2024,Correios,São Paulo,Teixeira,3,4,68.12,Entregue
8505,21/09/2024,01/10/2024,Correios,Curitiba,da Rocha das Flores,9,10,166.65,Entregue
53578,22/06/2024,04/07/2024,Correios,Belo Horizonte,Aragão,10,12,255.84,Entregue
53452,03/09/2024,12/09/2024,Azul Cargo,Salvador,Martins de Correia,8,9,52.24,Entregue
1035,11/12/2024,21/12/2024,Jadlog,Curitiba,Campos,9,10,17.37,Em trânsito
31414,16/08/2024,27/08/2024,Jadlog,Salvador,Sales do Galho,8,11,259.28,Entregue
40257,17/04/2024,23/04/2024,Jadlog,Curitiba,Rodrigues Verde,7,6,268.23,Entregue
15542,22/10/2024,29/10/2024,Loggi,São Paulo,Araújo,7,7,132.35,Devolvido
21076,14/09/2024,23/09/2024,Loggi,Recife,Porto,7,9,139.7,Em trânsito
54540,02/10/2024,06/10/2024,Jadlog,Curitiba,Rezende do Sul,5,4,82.91,Entregue
11048,03/06/2024,06/06/2024,Correios,Recife,Araújo de Ramos,4,3,39.53,Entregue
