venda_id;data_venda;produto_id;loja_id;cliente_id;quantidade_vendida;valor_unitario;valor_total;forma_pagamento;canal_venda
17459;15/12/2024;80;3;54;1;1891.97;1891.97;Cartão;E-commerce
17460;06/12/2024;80;3;207;1;2058.91;2058.91;Cartão;Loja Física
17461;01/12/2024;80;3;259;1;2300.31;2300.31;Pix;Loja Física
17462;07/12/2024;80;1;212;1;1923.18;1923.18;Cartão;Telefone
17463;27/12/2024;80;2;83;1;2309.04;2309.04;Boleto;E-commerce
17464;16/12/2024;80;2;752;2;2143.09;4286.18;Cartão;Loja Física
17465;17/12/2024;80;3;470;1;2183.52;2183.52;Pix;E-commerce
17466;05/12/2024;80;3;503;1;2062.32;2062.32;Cartão;Loja Física
17467;22/12/2024;80;1;371;1;2079.75;2079.75;Pix;E-commerce
17468;25/12/2024;80;2;497;1;1855.19;1855.19;Cartão;E-commerce
17469;12/12/2024;80;1;295;1;2015.46;2015.46;Cartão;E-commerce
17470;22/12/2024;80;1;565;2;2049.85;4099.7;Pix;E-commerce
17471;26/12/2024;80;3;108;1;2136.82;2136.82;Dinheiro;Loja Física
17472;22/12/2024;80;1;46;1;1906.55;1906.55;Pix;E-commerce
17473;25/12/2024;80;1;341;1;2041.78;2041.78;Dinheiro;Loja Física
17474;26/01/2024;81;2;768;3;1902.56;5707.68;Cartão;Loja Física
17475;10/01/2024;81;2;305;2;2050.28;4100.56;Cartão;E-commerce
17476;04/01/2024;81;2;663;1;2207.84;2207.84;Dinheiro;Loja Física
17477;22/01/2024;81;3;394;2;2255.21;4510.42;Cartão;Loja Física
17478;13/01/2024;81;2;354;5;2385.91;11929.55;Pix;E-commerce
17479;08/01/2024;81;2;613;1;1992.11;1992.11;Cartão;E-commerce
17480;06/01/2024;81;3;586;2;2260.87;4521.74;Boleto;E-commerce
17481;11/01/2024;81;2;442;2;2374.58;4749.16;Cartão;E-commerce
17482;12/01/2024;81;3;214;1;2052.77;2052.77;Cartão;E-commerce
17483;10/01/2024;81;2;179;1;2283.69;2283.69;Pix;E-commerce
17484;16/02/2024;81;2;231;1;1973.24;1973.24;Cartão;E-commerce
17485;03/02/2024;81;2;380;1;2088.46;2088.46;Boleto;E-commerce
17486;07/02/2024;81;2;790;1;2335.16;2335.16;Cartão;E-commerce
17487;08/02/2024;81;3;508;3;2376.81;7130.43;Cartão;Loja Física
17488;05/02/2024;81;1;311;1;2161.61;2161.61;Cartão;Loja Física
17489;22/02/2024;81;2;674;4;2255.55;9022.2;Pix;E-commerce
17490;14/02/2024;81;1;151;2;2376.64;4753.28;Cartão;Loja Física
17491;15/02/2024;81;2;190;1;1898.04;1898.04;Cartão;Loja Física
17492;04/02/2024;81;3;121;1;1914.5;1914.5;Pix;E-commerce
17493;24/02/2024;81;2;569;2;1986.34;3972.68;Cartão;Loja Física
17494;19/02/2024;81;1;132;1;1964.84;1964.84;Cartão;Loja Física
17495;06/02/2024;81;2;400;2;2042.61;4085.22;Cartão;Loja Física
17496;14/02/2024;81;3;281;1;2359.27;2359.27;Cartão;Loja Física
17497;05/02/2024;81;3;144;2;2203.22;4406.44;Pix;E-commerce
17498;09/02/2024;81;3;340;1;2261.53;2261.53;Dinheiro;Loja Física
17499;03/02/2024;81;2;592;1;1908.39;1908.39;Pix;E-commerce
17500;09/02/2024;81;3;779;1;2070.26;2070.26;Cartão;E-commerce
17501;13/02/2024;81;3;431;1;2360.13;2360.13;Cartão;Loja Física
17502;09/02/2024;81;3;55;1;2223.61;2223.61;Dinheiro;Loja Física
17503;09/02/2024;81;3;161;1;2035.37;2035.37;Cartão;Loja Física
17504;07/03/2024;81;3;102;2;2065.45;4130.9;Cartão;E-commerce
17505;26/03/2024;81;3;144;1;2284.95;2284.95;Boleto;Loja Física
17506;14/03/2024;81;2;154;5;2112.27;10561.35;Cartão;E-commerce
17507;14/03/2024;81;2;631;2;2360.64;4721.28;Pix;E-commerce
17508;07/03/2024;81;3;743;1;2135.34;2135.34;Pix;Loja Física
17509;15/03/2024;81;1;594;1;1898.21;1898.21;Cartão;E-commerce
17510;04/03/2024;81;1;470;1;2024.97;2024.97;Dinheiro;E-commerce
17511;24/03/2024;81;1;2;1;1968.84;1968.84;Pix;Loja Física
17512;15/03/2024;81;1;291;1;2009.34;2009.34;Cartão;Loja Física
17513;12/03/2024;81;2;682;2;2078.27;4156.54;Cartão;E-commerce
17514;18/03/2024;81;2;623;1;2277.68;2277.68;Cartão;Telefone
17515;07/03/2024;81;1;95;1;2064.76;2064.76;Cartão;E-commerce
17516;11/03/2024;81;2;153;1;2270.06;2270.06;Cartão;Loja Física
17517;28/03/2024;81;3;767;1;1964.8;1964.8;Cartão;E-commerce
17518;03/03/2024;81;3;51;1;2237.69;2237.69;Pix;Loja Física
17519;17/03/2024;81;3;683;1;2387.53;2387.53;Pix;Loja Física
17520;17/03/2024;81;2;74;2;1885.86;3771.72;Boleto;Loja Física
17521;05/03/2024;81;2;85;3;1993.31;5979.93;Pix;E-commerce
17522;21/03/2024;81;2;477;3;2233.79;6701.37;Pix;Telefone
17523;04/03/2024;81;2;483;1;2051.81;2051.81;Boleto;E-commerce
17524;05/04/2024;81;1;637;2;2118.59;4237.18;Boleto;Telefone
17525;22/04/2024;81;3;473;2;2107.17;4214.34;Dinheiro;Loja Física
17526;11/04/2024;81;2;517;2;2079.88;4159.76;Cartão;E-commerce
17527;26/04/2024;81;1;338;1;2382.02;2382.02;Cartão;E-commerce
17528;06/04/2024;81;3;147;1;2024.43;2024.43;Boleto;E-commerce
17529;11/04/2024;81;1;52;1;2180.32;2180.32;Pix;E-commerce
17530;22/04/2024;81;2;463;2;2039.43;4078.86;Pix;Loja Física
17531;20/04/2024;81;1;683;2;2167.41;4334.82;Pix;Telefone
17532;17/04/2024;81;1;21;1;2344.26;2344.26;Pix;Loja Física
17533;12/04/2024;81;3;653;1;2072.45;2072.45;Pix;Telefone
17534;19/04/2024;81;3;680;1;2117.25;2117.25;Pix;E-commerce
17535;07/04/2024;81;1;716;2;2135.61;4271.22;Cartão;E-commerce
17536;19/04/2024;81;1;666;2;2143.0;4286.0;Cartão;E-commerce
17537;26/04/2024;81;1;509;2;2117.03;4234.06;Pix;Loja Física
17538;11/04/2024;81;3;358;2;2178.83;4357.66;Cartão;E-commerce
17539;17/04/2024;81;2;648;3;1956.88;5870.64;Cartão;Loja Física
17540;01/04/2024;81;1;589;1;2272.56;2272.56;Cartão;Loja Física
17541;02/04/2024;81;2;469;1;2306.15;2306.15;Cartão;Loja Física
17542;20/05/2024;81;2;667;4;2165.44;8661.76;Cartão;E-commerce
17543;21/05/2024;81;3;551;1;2318.41;2318.41;Pix;Telefone
17544;21/05/2024;81;2;780;1;2387.37;2387.37;Pix;Loja Física
17545;02/05/2024;81;3;333;4;2035.89;8143.56;Cartão;Telefone
17546;14/05/2024;81;3;706;1;2024.16;2024.16;Boleto;E-commerce
17547;19/05/2024;81;3;650;1;1987.22;1987.22;Pix;E-commerce
17548;06/05/2024;81;2;544;5;2323.39;11616.95;Cartão;Loja Física
17549;13/05/2024;81;1;681;1;2263.4;2263.4;Pix;E-commerce
17550;03/05/2024;81;3;269;2;1876.28;3752.56;Cartão;Loja Física
17551;09/05/2024;81;2;472;3;2306.05;6918.15;Pix;Loja Física
17552;03/05/2024;81;1;788;1;2344.47;2344.47;Cartão;E-commerce
17553;27/05/2024;81;2;416;1;2221.16;2221.16;Cartão;Telefone
17554;27/05/2024;81;3;763;2;2121.2;4242.4;Cartão;E-commerce
17555;17/05/2024;81;3;495;4;2016.89;8067.56;Cartão;Loja Física
17556;13/05/2024;81;2;238;1;2030.26;2030.26;Cartão;E-commerce
17557;08/05/2024;81;3;94;1;2382.17;2382.17;Cartão;E-commerce
17558;06/05/2024;81;1;360;1;2233.2;2233.2;Cartão;E-commerce
17559;24/05/2024;81;3;290;1;2361.38;2361.38;Boleto;E-commerce
17560;03/06/2024;81;3;64;1;1874.31;1874.31;Cartão;E-commerce
17561;12/06/2024;81;1;435;2;2091.84;4183.68;Cartão;E-commerce
17562;18/06/2024;81;2;628;1;1905.71;1905.71;Pix;Loja Física
17563;06/06/2024;81;2;647;1;2222.88;2222.88;Cartão;Loja Física
17564;05/06/2024;81;2;59;1;1992.65;1992.65;Cartão;E-commerce
17565;12/06/2024;81;2;744;1;2139.55;2139.55;Cartão;Loja Física
17566;09/06/2024;81;1;376;1;2124.15;2124.15;Cartão;E-commerce
17567;03/06/2024;81;2;792;1;2170.35;2170.35;Cartão;Loja Física
17568;19/06/2024;81;2;748;1;2365.52;2365.52;Cartão;Loja Física
17569;12/06/2024;81;1;39;3;2216.69;6650.07;Cartão;Loja Física
17570;24/06/2024;81;2;708;1;2170.25;2170.25;Pix;E-commerce
17571;26/06/2024;81;3;700;1;1984.37;1984.37;Cartão;Loja Física
17572;17/06/2024;81;1;5;3;1931.21;5793.63;Cartão;Loja Física
17573;16/07/2024;81;1;276;1;2233.86;2233.86;Boleto;E-commerce
17574;24/07/2024;81;2;279;2;1882.33;3764.66;Cartão;Loja Física
17575;11/07/2024;81;1;12;1;2393.01;2393.01;Cartão;Telefone
17576;21/07/2024;81;3;115;1;1876.44;1876.44;Pix;Telefone
17577;19/07/2024;81;1;15;2;2085.84;4171.68;Cartão;Telefone
17578;02/07/2024;81;1;452;1;2113.01;2113.01;Boleto;Loja Física
17579;01/07/2024;81;1;64;1;2000.38;2000.38;Cartão;E-commerce
17580;02/07/2024;81;2;656;1;2361.21;2361.21;Cartão;E-commerce
17581;03/07/2024;81;3;506;3;2093.83;6281.49;Cartão;Loja Física
17582;28/07/2024;81;3;781;1;2204.87;2204.87;Cartão;E-commerce
17583;17/07/2024;81;2;748;1;2068.68;2068.68;Cartão;Loja Física
17584;18/08/2024;81;2;223;2;2197.35;4394.7;Cartão;Loja Física
17585;26/08/2024;81;3;300;3;2110.6;6331.8;Cartão;E-commerce
17586;10/08/2024;81;2;746;1;2365.15;2365.15;Cartão;Loja Física
17587;05/08/2024;81;3;696;1;2018.34;2018.34;Cartão;Telefone
17588;28/08/2024;81;3;580;1;2308.15;2308.15;Cartão;Loja Física
17589;27/08/2024;81;2;140;1;2358.41;2358.41;Pix;E-commerce
17590;03/08/2024;81;2;66;3;2363.81;7091.43;Cartão;Loja Física
17591;22/08/2024;81;1;355;1;2151.32;2151.32;Cartão;E-commerce
17592;20/08/2024;81;1;382;1;2240.88;2240.88;Cartão;E-commerce
17593;02/08/2024;81;1;500;1;2161.01;2161.01;Cartão;Loja Física
17594;01/08/2024;81;1;272;1;2195.65;2195.65;Cartão;Loja Física
17595;05/08/2024;81;2;276;4;2205.25;8821.0;Pix;Loja Física
17596;22/08/2024;81;1;710;1;1933.94;1933.94;Cartão;Loja Física
17597;05/08/2024;81;3;674;3;1898.4;5695.2;Cartão;Loja Física
17598;24/08/2024;81;2;208;1;2263.11;2263.11;Cartão;Loja Física
17599;26/08/2024;81;2;171;3;2215.73;6647.19;Cartão;Loja Física
17600;13/08/2024;81;2;689;2;2210.0;4420.0;Pix;Loja Física
17601;05/08/2024;81;2;234;3;2295.08;6885.24;Pix;Loja Física
17602;12/09/2024;81;2;59;1;2182.86;2182.86;Cartão;E-commerce
17603;26/09/2024;81;1;537;1;1913.11;1913.11;Cartão;E-commerce
17604;01/09/2024;81;2;396;1;2334.94;2334.94;Cartão;Loja Física
17605;20/09/2024;81;2;448;1;2227.3;2227.3;Cartão;E-commerce
17606;19/09/2024;81;3;324;1;2243.25;2243.25;Cartão;Telefone
17607;11/09/2024;81;1;745;2;2147.92;4295.84;Dinheiro;Loja Física
17608;13/09/2024;81;3;507;1;2040.3;2040.3;Pix;Loja Física
17609;12/09/2024;81;3;299;1;1903.41;1903.41;Pix;Telefone
17610;26/09/2024;81;3;20;2;2154.34;4308.68;Cartão;E-commerce
17611;16/09/2024;81;1;298;1;2286.65;2286.65;Cartão;Loja Física
17612;06/09/2024;81;3;738;1;2165.98;2165.98;Pix;E-commerce
17613;18/09/2024;81;3;449;1;2366.35;2366.35;Cartão;Loja Física
17614;19/09/2024;81;2;602;1;2309.13;2309.13;Pix;Telefone
17615;04/09/2024;81;2;385;3;2318.8;6956.4;Cartão;Loja Física
17616;23/09/2024;81;1;378;2;1885.9;3771.8;Cartão;Loja Física
17617;17/09/2024;81;3;58;1;2149.99;2149.99;Cartão;E-commerce
17618;15/09/2024;81;2;562;3;2210.93;6632.79;Cartão;Loja Física
17619;23/09/2024;81;3;780;1;2236.72;2236.72;Cartão;E-commerce
17620;08/09/2024;81;3;7;1;2143.37;2143.37;Cartão;E-commerce
17621;21/10/2024;81;1;338;4;2244.05;8976.2;Boleto;Telefone
17622;07/10/2024;81;3;445;3;2077.61;6232.83;Cartão;E-commerce
17623;09/10/2024;81;1;77;3;2337.14;7011.42;Cartão;Loja Física
17624;05/10/2024;81;2;465;1;1956.01;1956.01;Pix;Loja Física
17625;17/10/2024;81;1;109;1;2150.28;2150.28;Dinheiro;Loja Física
17626;10/10/2024;81;1;671;2;1981.82;3963.64;Pix;Loja Física
17627;07/10/2024;81;3;102;1;2268.37;2268.37;Cartão;Loja Física
17628;12/10/2024;81;1;615;2;2031.8;4063.6;Cartão;E-commerce
17629;13/10/2024;81;2;347;1;2024.65;2024.65;Cartão;Loja Física
17630;14/10/2024;81;2;315;1;2035.62;2035.62;Cartão;E-commerce
17631;10/10/2024;81;1;618;1;2138.15;2138.15;Cartão;Telefone
17632;17/10/2024;81;1;207;1;2247.67;2247.67;Cartão;E-commerce
17633;21/10/2024;81;2;509;1;2108.71;2108.71;Cartão;E-commerce
17634;19/10/2024;81;2;732;2;1883.33;3766.66;Pix;E-commerce
17635;21/10/2024;81;3;775;1;2352.25;2352.25;Cartão;E-commerce
17636;27/10/2024;81;2;345;1;2353.81;2353.81;Cartão;Telefone
17637;22/10/2024;81;3;709;2;2038.71;4077.42;Dinheiro;Loja Física
17638;18/10/2024;81;3;330;1;1939.3;1939.3;Cartão;Loja Física
17639;06/10/2024;81;2;199;2;2148.97;4297.94;Dinheiro;Loja Física
17640;12/11/2024;81;1;97;3;1915.98;5747.94;Cartão;Loja Física
17641;04/11/2024;81;2;180;3;2074.78;6224.34;Cartão;E-commerce
17642;22/11/2024;81;2;469;1;2290.73;2290.73;Cartão;Loja Física
17643;21/11/2024;81;2;4;1;1922.35;1922.35;Pix;Loja Física
17644;28/11/2024;81;3;492;1;1948.48;1948.48;Cartão;Loja Física
17645;14/11/2024;81;3;240;1;2102.05;2102.05;Cartão;E-commerce
17646;17/11/2024;81;2;136;1;1959.28;1959.28;Cartão;E-commerce
17647;19/11/2024;81;1;422;1;2104.98;2104.98;Cartão;E-commerce
17648;20/11/2024;81;2;206;2;1929.07;3858.14;Dinheiro;Loja Física
17649;04/11/2024;81;1;178;1;2376.56;2376.56;Cartão;Loja Física
17650;04/11/2024;81;2;411;1;2113.95;2113.95;Boleto;Loja Física
17651;28/11/2024;81;1;93;1;2310.7;2310.7;Cartão;E-commerce
17652;08/11/2024;81;2;264;1;1961.95;1961.95;Cartão;E-commerce
17653;15/11/2024;81;1;291;2;1895.7;3791.4;Cartão;E-commerce
17654;13/12/2024;81;2;800;4;2117.64;8470.56;Cartão;Loja Física
17655;04/12/2024;81;1;176;1;2049.56;2049.56;Dinheiro;E-commerce
17656;22/12/2024;81;3;574;1;2138.13;2138.13;Boleto;E-commerce
17657;18/12/2024;81;3;606;2;1928.99;3857.98;Cartão;E-commerce
17658;10/12/2024;81;1;522;1;2210.55;2210.55;Pix;Telefone
17659;26/12/2024;81;2;122;1;2041.45;2041.45;Cartão;Loja Física
17660;20/12/2024;81;1;68;1;1880.81;1880.81;Cartão;E-commerce
17661;22/12/2024;81;3;288;1;2210.14;2210.14;Cartão;Loja Física
17662;17/12/2024;81;3;421;4;2361.76;9447.04;Pix;Loja Física
17663;09/12/2024;81;2;314;1;2346.28;2346.28;Cartão;Telefone
17664;13/12/2024;81;2;61;4;2325.95;9303.8;Cartão;Loja Física
17665;01/12/2024;81;3;68;5;2305.36;11526.8;Dinheiro;Loja Física
17666;15/12/2024;81;3;408;2;2013.28;4026.56;Pix;Loja Física
17667;11/12/2024;81;3;636;5;2083.94;10419.7;Cartão;E-commerce
17668;18/12/2024;81;3;431;1;1957.97;1957.97;Cartão;E-commerce
17669;13/12/2024;81;1;640;4;1999.0;7996.0;Cartão;Loja Física
17670;28/12/2024;81;1;74;1;2216.73;2216.73;Cartão;E-commerce
17671;26/01/2024;82;1;633;1;926.02;926.02;Cartão;Telefone
17672;26/01/2024;82;3;643;3;829.93;2489.79;Cartão;E-commerce
17673;17/01/2024;82;2;171;2;772.18;1544.36;Cartão;Loja Física
17674;06/01/2024;82;1;740;4;875.06;3500.24;Cartão;Telefone
17675;13/01/2024;82;2;533;3;909.15;2727.45;Pix;Loja Física
17676;10/01/2024;82;2;512;1;880.45;880.45;Cartão;E-commerce
17677;11/01/2024;82;3;226;1;821.48;821.48;Cartão;Loja Física
17678;06/01/2024;82;2;70;1;876.22;876.22;Cartão;Telefone
17679;01/01/2024;82;1;309;1;895.41;895.41;Cartão;Telefone
17680;22/01/2024;82;2;493;1;900.43;900.43;Dinheiro;E-commerce
17681;18/01/2024;82;3;659;1;942.25;942.25;Cartão;E-commerce
17682;16/01/2024;82;1;785;2;906.28;1812.56;Dinheiro;E-commerce
17683;18/01/2024;82;3;264;1;956.96;956.96;Cartão;Loja Física
17684;16/01/2024;82;1;711;1;804.82;804.82;Cartão;E-commerce
17685;16/01/2024;82;1;450;1;880.73;880.73;Pix;Loja Física
17686;27/01/2024;82;1;623;1;929.79;929.79;Cartão;Loja Física
17687;27/01/2024;82;2;251;1;960.13;960.13;Cartão;E-commerce
17688;24/01/2024;82;3;47;3;930.06;2790.18;Cartão;Telefone
17689;09/01/2024;82;2;127;1;937.24;937.24;Pix;Loja Física
17690;11/01/2024;82;1;519;3;915.0;2745.0;Cartão;E-commerce
17691;22/01/2024;82;1;135;2;811.77;1623.54;Dinheiro;E-commerce
17692;17/02/2024;82;2;552;4;830.87;3323.48;Pix;Telefone
17693;01/02/2024;82;2;268;1;937.86;937.86;Cartão;E-commerce
17694;24/02/2024;82;3;744;2;803.45;1606.9;Cartão;E-commerce
17695;11/02/2024;82;2;404;1;913.68;913.68;Cartão;Loja Física
17696;10/02/2024;82;3;97;1;895.43;895.43;Dinheiro;E-commerce
17697;18/02/2024;82;2;501;2;852.37;1704.74;Pix;Loja Física
17698;08/02/2024;82;2;772;1;801.75;801.75;Pix;Telefone
17699;26/02/2024;82;3;798;1;820.33;820.33;Pix;Loja Física
17700;25/02/2024;82;1;664;4;982.75;3931.0;Pix;E-commerce
17701;13/02/2024;82;3;768;1;962.08;962.08;Boleto;E-commerce
17702;05/03/2024;82;3;88;1;899.07;899.07;Dinheiro;Loja Física
17703;20/03/2024;82;1;571;1;957.87;957.87;Cartão;E-commerce
17704;28/03/2024;82;3;512;1;883.46;883.46;Cartão;Loja Física
17705;12/03/2024;82;1;168;1;941.57;941.57;Cartão;E-commerce
17706;08/03/2024;82;1;309;1;793.11;793.11;Pix;Loja Física
17707;27/03/2024;82;3;651;3;961.18;2883.54;Pix;E-commerce
17708;02/03/2024;82;2;235;2;930.51;1861.02;Cartão;E-commerce
17709;21/03/2024;82;3;439;1;909.91;909.91;Cartão;Telefone
17710;06/03/2024;82;1;562;1;887.57;887.57;Cartão;Loja Física
17711;20/03/2024;82;3;790;2;831.25;1662.5;Pix;Loja Física
17712;19/03/2024;82;2;666;1;789.73;789.73;Cartão;Loja Física
17713;04/03/2024;82;1;786;1;917.37;917.37;Cartão;Telefone
17714;13/03/2024;82;2;678;3;815.91;2447.73;Dinheiro;Loja Física
17715;23/03/2024;82;3;311;1;823.46;823.46;Boleto;Loja Física
17716;05/03/2024;82;3;221;5;963.04;4815.2;Cartão;Loja Física
17717;09/03/2024;82;3;686;1;933.37;933.37;Cartão;Loja Física
17718;23/03/2024;82;3;510;2;893.05;1786.1;Cartão;Loja Física
17719;17/04/2024;82;1;203;1;917.89;917.89;Cartão;E-commerce
17720;16/04/2024;82;2;61;3;864.13;2592.39;Cartão;Loja Física
17721;20/04/2024;82;3;184;2;953.46;1906.92;Cartão;Loja Física
17722;22/04/2024;82;2;448;1;967.6;967.6;Pix;Loja Física
17723;16/04/2024;82;1;606;2;867.29;1734.58;Pix;Loja Física
17724;13/04/2024;82;2;48;2;859.86;1719.72;Cartão;Loja Física
17725;09/04/2024;82;2;221;1;863.56;863.56;Dinheiro;Telefone
17726;01/04/2024;82;1;487;1;904.48;904.48;Cartão;Loja Física
17727;11/04/2024;82;1;519;2;932.41;1864.82;Cartão;Loja Física
17728;10/04/2024;82;2;711;2;925.92;1851.84;Cartão;Loja Física
17729;20/04/2024;82;1;92;1;823.03;823.03;Cartão;E-commerce
17730;27/04/2024;82;1;486;1;841.32;841.32;Dinheiro;Loja Física
17731;06/04/2024;82;1;168;1;834.25;834.25;Cartão;Telefone
17732;18/04/2024;82;1;3;1;881.47;881.47;Cartão;E-commerce
17733;15/05/2024;82;2;425;2;839.23;1678.46;Pix;Loja Física
17734;03/05/2024;82;1;93;1;858.79;858.79;Cartão;Loja Física
17735;02/05/2024;82;2;514;2;842.49;1684.98;Pix;Loja Física
17736;17/05/2024;82;1;215;1;781.21;781.21;Cartão;Loja Física
17737;21/05/2024;82;1;572;5;928.69;4643.45;Pix;E-commerce
17738;24/05/2024;82;3;95;1;950.55;950.55;Cartão;E-commerce
17739;01/05/2024;82;1;661;1;944.66;944.66;Cartão;E-commerce
17740;22/05/2024;82;2;407;1;932.21;932.21;Pix;E-commerce
17741;03/05/2024;82;3;481;1;817.58;817.58;Cartão;E-commerce
17742;03/05/2024;82;2;29;3;970.25;2910.75;Cartão;E-commerce
17743;15/05/2024;82;2;109;3;980.25;2940.75;Dinheiro;Telefone
17744;05/05/2024;82;2;747;1;964.52;964.52;Pix;Loja Física
17745;17/06/2024;82;1;197;1;920.5;920.5;Cartão;E-commerce
17746;08/06/2024;82;2;583;1;913.3;913.3;Cartão;Loja Física
17747;22/06/2024;82;1;636;1;792.91;792.91;Cartão;Loja Física
17748;20/06/2024;82;2;54;1;953.41;953.41;Pix;Telefone
17749;28/06/2024;82;1;371;1;859.8;859.8;Cartão;Loja Física
17750;08/06/2024;82;1;476;1;801.08;801.08;Cartão;E-commerce
17751;28/06/2024;82;1;626;1;840.36;840.36;Pix;Loja Física
17752;27/06/2024;82;2;626;2;776.55;1553.1;Cartão;Loja Física
17753;20/06/2024;82;2;207;1;863.01;863.01;Pix;Loja Física
17754;03/06/2024;82;1;78;2;922.8;1845.6;Pix;Telefone
17755;14/06/2024;82;2;23;2;855.19;1710.38;Cartão;Telefone
17756;07/06/2024;82;2;634;1;915.73;915.73;Cartão;E-commerce
17757;23/06/2024;82;2;80;1;953.33;953.33;Cartão;E-commerce
17758;04/06/2024;82;1;718;4;863.05;3452.2;Cartão;Loja Física
17759;08/07/2024;82;1;552;2;792.29;1584.58;Boleto;Loja Física
17760;06/07/2024;82;3;55;4;833.08;3332.32;Cartão;Telefone
17761;04/07/2024;82;1;277;1;905.28;905.28;Cartão;Loja Física
17762;19/07/2024;82;1;724;5;920.14;4600.7;Cartão;Loja Física
17763;14/07/2024;82;2;699;3;774.98;2324.94;Cartão;Loja Física
17764;23/07/2024;82;2;101;1;783.06;783.06;Boleto;E-commerce
17765;21/07/2024;82;1;541;3;776.65;2329.95;Dinheiro;Loja Física
17766;19/07/2024;82;2;528;1;904.46;904.46;Cartão;Telefone
17767;16/07/2024;82;2;64;1;859.75;859.75;Cartão;E-commerce
17768;12/07/2024;82;3;163;3;843.45;2530.35;Pix;Loja Física
17769;16/07/2024;82;1;20;1;856.17;856.17;Pix;Loja Física
17770;14/07/2024;82;2;485;1;815.04;815.04;Pix;Loja Física
17771;04/07/2024;82;1;181;3;897.81;2693.43;Cartão;E-commerce
17772;27/07/2024;82;1;378;2;849.4;1698.8;Pix;E-commerce
17773;18/08/2024;82;3;378;1;919.87;919.87;Cartão;Loja Física
17774;17/08/2024;82;2;369;4;814.07;3256.28;Pix;Loja Física
17775;12/08/2024;82;2;450;3;789.44;2368.32;Cartão;Loja Física
17776;27/08/2024;82;3;550;5;950.52;4752.6;Dinheiro;E-commerce
17777;06/08/2024;82;3;383;1;849.37;849.37;Cartão;E-commerce
17778;18/08/2024;82;3;668;2;968.0;1936.0;Cartão;E-commerce
17779;01/08/2024;82;1;166;2;842.31;1684.62;Cartão;Loja Física
17780;11/08/2024;82;3;274;3;851.24;2553.72;Cartão;Loja Física
17781;11/08/2024;82;3;551;3;943.44;2830.32;Cartão;E-commerce
17782;17/08/2024;82;2;585;1;960.52;960.52;Cartão;E-commerce
17783;06/08/2024;82;2;527;1;802.41;802.41;Boleto;Loja Física
17784;23/08/2024;82;3;213;1;840.33;840.33;Cartão;Loja Física
17785;18/08/2024;82;2;267;1;791.75;791.75;Cartão;Loja Física
17786;15/08/2024;82;2;451;3;894.81;2684.43;Cartão;Loja Física
17787;19/08/2024;82;2;20;1;968.78;968.78;Pix;E-commerce
17788;01/08/2024;82;2;611;3;796.77;2390.31;Cartão;Loja Física
17789;02/09/2024;82;3;671;1;930.68;930.68;Cartão;Loja Física
17790;25/09/2024;82;2;607;1;870.66;870.66;Pix;E-commerce
17791;06/09/2024;82;2;346;1;804.65;804.65;Cartão;Telefone
17792;05/09/2024;82;3;533;2;781.4;1562.8;Pix;E-commerce
17793;06/09/2024;82;1;256;1;985.32;985.32;Cartão;Loja Física
17794;04/09/2024;82;3;295;1;779.85;779.85;Cartão;E-commerce
17795;17/09/2024;82;2;129;3;773.73;2321.19;Pix;Loja Física
17796;27/09/2024;82;2;779;1;810.35;810.35;Pix;Loja Física
17797;27/09/2024;82;1;689;1;849.11;849.11;Cartão;Loja Física
17798;20/09/2024;82;1;65;1;918.75;918.75;Cartão;E-commerce
17799;26/09/2024;82;1;682;1;804.1;804.1;Cartão;Telefone
17800;06/09/2024;82;2;184;1;984.16;984.16;Cartão;E-commerce
17801;25/09/2024;82;2;430;1;911.14;911.14;Cartão;Telefone
17802;23/09/2024;82;3;208;1;903.91;903.91;Pix;E-commerce
17803;23/09/2024;82;1;171;3;842.29;2526.87;Cartão;Loja Física
17804;08/09/2024;82;2;407;2;982.35;1964.7;Dinheiro;E-commerce
17805;27/09/2024;82;2;537;1;789.57;789.57;Cartão;E-commerce
17806;27/09/2024;82;2;756;1;827.67;827.67;Cartão;Telefone
17807;08/10/2024;82;2;764;2;926.39;1852.78;Pix;Loja Física
17808;13/10/2024;82;2;618;2;900.37;1800.74;Cartão;Loja Física
17809;02/10/2024;82;1;568;1;877.77;877.77;Cartão;E-commerce
17810;13/10/2024;82;2;432;3;837.87;2513.61;Cartão;E-commerce
17811;11/10/2024;82;3;642;1;832.08;832.08;Cartão;E-commerce
17812;06/10/2024;82;1;233;1;865.22;865.22;Cartão;E-commerce
17813;03/10/2024;82;3;214;1;869.79;869.79;Cartão;Loja Física
17814;01/10/2024;82;1;402;1;968.76;968.76;Cartão;E-commerce
17815;20/10/2024;82;1;386;1;894.37;894.37;Cartão;E-commerce
17816;14/10/2024;82;2;478;1;800.34;800.34;Pix;Loja Física
17817;05/10/2024;82;1;212;1;791.65;791.65;Pix;E-commerce
17818;16/10/2024;82;1;142;1;888.38;888.38;Cartão;Loja Física
17819;04/10/2024;82;2;304;3;839.36;2518.08;Cartão;Telefone
17820;26/10/2024;82;2;147;5;939.03;4695.15;Pix;Telefone
17821;05/10/2024;82;2;623;2;872.05;1744.1;Pix;E-commerce
17822;28/10/2024;82;3;458;4;789.39;3157.56;Cartão;Loja Física
17823;25/11/2024;82;1;372;1;803.97;803.97;Pix;E-commerce
