compra_id;data_compra;produto_id;fornecedor;quantidade_comprada;valor_unitario;valor_total;prazo_entrega_dias;status_compra
752;05/05/2024;78;Bosch Distribuição;31;907.99;28147.69;16;Entregue
753;12/07/2024;78;NGK Brasil;25;851.09;21277.25;14;Entregue
754;26/07/2024;78;Bosch Distribuição;43;830.23;35699.89;12;Pendente
755;09/08/2024;78;Honda Peças;64;970.29;62098.56;14;Entregue
756;14/08/2024;78;Pirelli Brasil;96;799.05;76708.8;18;Entregue
757;03/08/2024;78;Magneti Marelli;47;932.2;43813.4;18;Cancelada
758;25/10/2024;78;Cofap Distrib;64;951.02;60865.28;9;Entregue
759;06/10/2024;79;Cofap Distrib;50;1197.68;59884.0;18;Entregue
760;01/10/2024;79;Magneti Marelli;7;1295.42;9067.94;20;Entregue
761;22/01/2024;80;Pirelli Brasil;45;1379.34;62070.3;5;Entregue
762;08/02/2024;80;NGK Brasil;22;1385.92;30490.24;8;Pendente
763;21/02/2024;80;Magneti Marelli;59;1436.75;84768.25;6;Entregue
764;26/02/2024;80;Pirelli Brasil;9;1511.94;13607.46;14;Entregue
765;25/08/2024;80;Magneti Marelli;74;1357.3;100440.2;14;Pendente
766;12/12/2024;80;Cofap Distrib;37;1263.61;46753.57;11;Entregue
767;03/12/2024;80;Bosch Distribuição;11;1311.15;14422.65;3;Entregue
768;03/12/2024;80;NGK Brasil;67;1426.03;95544.01;14;Entregue
769;03/01/2024;81;Yamaha Parts;93;1084.92;100897.56;5;Entregue
770;12/01/2024;81;Magneti Marelli;36;1133.31;40799.16;16;Entregue
771;04/01/2024;81;Magneti Marelli;20;1222.41;24448.2;14;Entregue
772;12/02/2024;81;Yamaha Parts;20;1161.92;23238.4;15;Entregue
773;25/05/2024;81;Pirelli Brasil;97;1165.64;113067.08;7;Cancelada
774;19/05/2024;81;Pirelli Brasil;19;1096.19;20827.61;9;Entregue
775;19/08/2024;81;Pirelli Brasil;88;1084.52;95437.76;20;Entregue
776;04/05/2024;82;NGK Brasil;39;640.28;24970.92;8;Entregue
777;22/05/2024;82;Honda Peças;31;631.75;19584.25;18;Entregue
778;08/05/2024;82;Bosch Distribuição;22;594.68;13082.96;19;Entregue
779;02/06/2024;82;Magneti Marelli;80;545.41;43632.8;8;Pendente
780;19/06/2024;82;Yamaha Parts;79;587.39;46403.81;13;Entregue
781;19/06/2024;82;Pirelli Brasil;16;621.61;9945.76;3;Entregue
782;12/07/2024;82;NGK Brasil;59;536.88;31675.92;14;Entregue
783;23/07/2024;82;Pirelli Brasil;34;628.82;21379.88;12;Entregue
784;25/07/2024;82;Pirelli Brasil;12;631.67;7580.04;13;Pendente
785;24/08/2024;82;Pirelli Brasil;45;623.39;28052.55;6;Entregue
786;11/08/2024;82;Cofap Distrib;95;586.98;55763.1;12;Entregue
787;19/08/2024;82;NGK Brasil;72;564.04;40610.88;5;Entregue
788;27/11/2024;82;Yamaha Parts;54;567.94;30668.76;9;Entregue
789;23/05/2024;83;Magneti Marelli;94;1678.48;157777.12;19;Entregue
790;12/05/2024;83;Bosch Distribuição;100;1800.52;180052.0;9;Entregue
791;17/05/2024;83;Bosch Distribuição;72;1707.74;122957.28;5;Entregue
792;10/06/2024;83;Bosch Distribuição;57;1577.93;89942.01;11;Entregue
793;24/12/2024;83;Bosch Distribuição;79;1569.06;123955.74;16;Entregue
794;07/12/2024;83;NGK Brasil;77;1534.27;118138.79;18;Pendente
795;16/12/2024;83;Pirelli Brasil;57;1647.4;93901.8;17;Entregue
796;05/01/2024;84;Pirelli Brasil;13;1006.47;13084.11;9;Entregue
797;07/07/2024;84;Honda Peças;90;979.6;88164.0;4;Entregue
798;20/07/2024;84;Yamaha Parts;28;933.55;26139.4;16;Cancelada
799;20/10/2024;84;Cofap Distrib;24;1022.47;24539.28;4;Entregue
800;18/10/2024;84;Yamaha Parts;18;1038.88;18699.84;6;Entregue
801;13/11/2024;84;Magneti Marelli;83;1021.46;84781.18;6;Cancelada
802;13/11/2024;84;Bosch Distribuição;15;911.19;13667.85;14;Entregue
803;07/11/2024;84;Pirelli Brasil;57;903.79;51516.03;11;Cancelada
804;24/10/2024;85;Bosch Distribuição;60;393.16;23589.6;12;Cancelada
805;13/11/2024;85;Honda Peças;5;406.84;2034.2;9;Entregue
806;09/12/2024;85;Honda Peças;74;437.14;32348.36;4;Entregue
807;18/12/2024;85;Magneti Marelli;98;386.52;37878.96;16;Entregue
808;10/12/2024;85;Yamaha Parts;73;395.59;28878.07;8;Entregue
809;25/01/2024;86;Magneti Marelli;69;749.54;51718.26;5;Entregue
810;28/01/2024;86;Cofap Distrib;61;796.91;48611.51;16;Entregue
811;14/08/2024;86;Pirelli Brasil;12;818.92;9827.04;8;Entregue
812;14/08/2024;86;Yamaha Parts;45;803.85;36173.25;20;Entregue
813;18/08/2024;86;Yamaha Parts;84;872.88;73321.92;20;Pendente
814;05/09/2024;86;Yamaha Parts;6;863.42;5180.52;20;Entregue
815;23/11/2024;86;NGK Brasil;99;853.49;84495.51;12;Pendente
816;07/03/2024;87;Magneti Marelli;80;187.11;14968.8;3;Entregue
817;23/03/2024;87;Yamaha Parts;53;195.19;10345.07;4;Entregue
818;14/03/2024;87;Magneti Marelli;36;177.3;6382.8;13;Entregue
819;23/10/2024;87;Yamaha Parts;68;200.86;13658.48;10;Entregue
820;11/11/2024;87;Pirelli Brasil;6;174.31;1045.86;13;Entregue
821;28/11/2024;87;NGK Brasil;83;193.87;16091.21;8;Pendente
822;11/11/2024;87;Bosch Distribuição;34;175.58;5969.72;20;Entregue
823;12/12/2024;87;Yamaha Parts;100;189.05;18905.0;5;Entregue
824;27/12/2024;87;Cofap Distrib;100;194.81;19481.0;15;Entregue
825;04/01/2024;88;Pirelli Brasil;88;492.23;43316.24;7;Entregue
826;23/05/2024;88;NGK Brasil;57;508.98;29011.86;14;Entregue
827;09/06/2024;88;Yamaha Parts;34;536.25;18232.5;3;Entregue
828;14/06/2024;88;NGK Brasil;55;507.47;27910.85;19;Entregue
829;12/06/2024;88;NGK Brasil;40;523.51;20940.4;19;Entregue
830;05/08/2024;88;Honda Peças;14;494.37;6921.18;20;Pendente
831;12/08/2024;88;NGK Brasil;86;522.94;44972.84;4;Entregue
832;11/08/2024;88;Yamaha Parts;8;470.07;3760.56;13;Cancelada
833;19/10/2024;88;NGK Brasil;25;512.91;12822.75;18;Entregue
834;13/10/2024;88;Honda Peças;5;477.22;2386.1;13;Pendente
835;21/11/2024;88;Honda Peças;90;551.49;49634.1;18;Entregue
836;05/11/2024;88;Cofap Distrib;83;519.98;43158.34;18;Entregue
837;03/11/2024;88;Bosch Distribuição;57;474.72;27059.04;17;Entregue
838;22/01/2024;89;Yamaha Parts;91;247.03;22479.73;10;Entregue
839;04/01/2024;89;Bosch Distribuição;61;219.94;13416.34;20;Entregue
840;16/04/2024;89;NGK Brasil;58;246.18;14278.44;16;Entregue
841;25/04/2024;89;Cofap Distrib;96;236.71;22724.16;18;Entregue
842;28/04/2024;89;Honda Peças;11;222.15;2443.65;17;Entregue
843;16/07/2024;89;Yamaha Parts;34;252.42;8582.28;6;Entregue
844;18/08/2024;89;Cofap Distrib;5;260.52;1302.6;18;Entregue
845;19/09/2024;89;Magneti Marelli;74;221.76;16410.24;10;Entregue
846;06/09/2024;89;NGK Brasil;48;255.2;12249.6;9;Entregue
847;14/11/2024;89;Pirelli Brasil;58;233.08;13518.64;20;Entregue
848;04/11/2024;89;NGK Brasil;48;226.71;10882.08;19;Entregue
849;07/11/2024;89;Pirelli Brasil;88;241.71;21270.48;14;Entregue
850;12/01/2024;90;Honda Peças;42;1128.94;47415.48;14;Entregue
851;01/02/2024;90;Yamaha Parts;18;1183.22;21297.96;7;Entregue
852;26/02/2024;90;Pirelli Brasil;12;1254.61;15055.32;8;Entregue
853;24/02/2024;90;Pirelli Brasil;25;1338.73;33468.25;5;Entregue
854;25/07/2024;90;Honda Peças;21;1203.75;25278.75;6;Cancelada
855;01/07/2024;90;Magneti Marelli;54;1314.94;71006.76;12;Entregue
856;06/07/2024;90;Honda Peças;97;1141.39;110714.83;13;Entregue
857;12/11/2024;90;Magneti Marelli;9;1196.4;10767.6;20;Entregue
858;19/01/2024;91;Pirelli Brasil;66;655.25;43246.5;16;Entregue
859;04/01/2024;91;Magneti Marelli;31;753.68;23364.08;6;Entregue
860;26/01/2024;91;Pirelli Brasil;6;659.85;3959.1;3;Entregue
861;10/05/2024;91;NGK Brasil;30;689.2;20676.0;4;Entregue
862;06/05/2024;91;Honda Peças;19;740.72;14073.68;3;Entregue
863;02/08/2024;91;Cofap Distrib;93;797.7;74186.1;14;Entregue
864;03/08/2024;91;NGK Brasil;55;774.68;42607.4;4;Entregue
865;16/08/2024;91;NGK Brasil;66;713.9;47117.4;13;Entregue
866;25/10/2024;91;NGK Brasil;85;736.34;62588.9;7;Entregue
867;17/10/2024;91;Honda Peças;79;766.66;60566.14;18;Cancelada
868;24/10/2024;91;Honda Peças;79;730.96;57745.84;12;Entregue
869;14/12/2024;91;Cofap Distrib;78;693.52;54094.56;10;Cancelada
870;10/12/2024;91;Honda Peças;91;766.29;69732.39;18;Entregue
871;07/12/2024;91;NGK Brasil;95;671.96;63836.2;9;Entregue
872;04/01/2024;92;Pirelli Brasil;77;154.41;11889.57;15;Pendente
873;23/10/2024;92;Bosch Distribuição;55;149.38;8215.9;20;Entregue
874;19/10/2024;92;Yamaha Parts;87;150.78;13117.86;3;Entregue
875;25/10/2024;92;Magneti Marelli;39;160.73;6268.47;6;Entregue
876;21/03/2024;93;Bosch Distribuição;18;961.56;17308.08;9;Entregue
877;22/03/2024;93;NGK Brasil;85;875.34;74403.9;14;Entregue
878;04/04/2024;93;Bosch Distribuição;11;870.3;9573.3;18;Entregue
879;26/05/2024;93;Pirelli Brasil;16;939.09;15025.44;15;Entregue
880;02/05/2024;93;Pirelli Brasil;41;829.92;34026.72;17;Entregue
881;13/05/2024;93;Honda Peças;92;931.59;85706.28;7;Entregue
882;15/09/2024;93;Pirelli Brasil;50;873.78;43689.0;7;Entregue
883;18/12/2024;93;Yamaha Parts;87;864.82;75239.34;11;Cancelada
884;08/12/2024;93;Magneti Marelli;30;880.36;26410.8;6;Entregue
885;06/06/2024;94;Bosch Distribuição;92;1449.29;133334.68;20;Entregue
886;18/07/2024;94;Honda Peças;82;1580.3;129584.6;8;Entregue
887;26/09/2024;94;Magneti Marelli;32;1543.19;49382.08;18;Entregue
888;22/09/2024;94;Cofap Distrib;32;1445.27;46248.64;19;Entregue
889;16/10/2024;94;Magneti Marelli;13;1371.76;17832.88;16;Pendente
890;10/12/2024;94;Bosch Distribuição;12;1560.72;18728.64;10;Entregue
891;17/12/2024;94;Magneti Marelli;7;1539.12;10773.84;16;Entregue
892;20/12/2024;94;Cofap Distrib;65;1576.71;102486.15;7;Entregue
893;18/02/2024;95;Bosch Distribuição;9;394.87;3553.83;17;Entregue
894;27/03/2024;95;Cofap Distrib;81;377.12;30546.72;16;Entregue
895;11/03/2024;95;NGK Brasil;14;360.01;5040.14;18;Entregue
896;04/03/2024;95;Cofap Distrib;60;339.64;20378.4;14;Entregue
897;18/04/2024;95;Honda Peças;67;399.67;26777.89;3;Entregue
898;09/04/2024;95;Yamaha Parts;42;349.7;14687.4;16;Entregue
899;04/05/2024;95;NGK Brasil;86;384.5;33067.0;11;Entregue
900;07/05/2024;95;Cofap Distrib;23;367.45;8451.35;8;Entregue
901;19/05/2024;95;Bosch Distribuição;48;376.81;18086.88;17;Entregue
902;14/07/2024;95;Bosch Distribuição;93;349.08;32464.44;7;Entregue
903;19/09/2024;95;Yamaha Parts;93;377.19;35078.67;4;Pendente
904;23/09/2024;95;Bosch Distribuição;8;387.47;3099.76;18;Entregue
905;15/09/2024;95;Pirelli Brasil;27;370.67;10008.09;10;Entregue
906;07/11/2024;95;Bosch Distribuição;9;402.96;3626.64;18;Entregue
907;24/11/2024;95;Magneti Marelli;14;349.23;4889.22;19;Entregue
908;25/12/2024;95;NGK Brasil;93;357.98;33292.14;13;Entregue
909;12/06/2024;96;Cofap Distrib;17;1113.88;18935.96;15;Pendente
910;24/06/2024;96;Cofap Distrib;5;1168.96;5844.8;14;Entregue
911;14/06/2024;96;Cofap Distrib;27;1147.32;30977.64;20;Entregue
912;08/09/2024;96;Honda Peças;89;1256.99;111872.11;13;Entregue
913;24/10/2024;96;NGK Brasil;26;1216.67;31633.42;13;Cancelada
914;26/10/2024;96;Cofap Distrib;67;1075.45;72055.15;18;Entregue
915;01/10/2024;96;Pirelli Brasil;57;1223.16;69720.12;18;Entregue
916;18/12/2024;96;Magneti Marelli;80;1076.28;86102.4;16;Entregue
917;19/12/2024;96;Cofap Distrib;36;1118.63;40270.68;8;Entregue
918;05/02/2024;97;Pirelli Brasil;30;108.7;3261.0;15;Entregue
919;06/05/2024;97;Magneti Marelli;80;122.48;9798.4;5;Entregue
920;22/05/2024;97;Magneti Marelli;30;117.19;3515.7;14;Pendente
921;15/09/2024;97;NGK Brasil;38;107.16;4072.08;11;Entregue
922;08/09/2024;97;Pirelli Brasil;76;130.58;9924.08;19;Entregue
923;24/09/2024;97;Yamaha Parts;65;118.24;7685.6;3;Entregue
924;12/11/2024;97;Magneti Marelli;50;117.53;5876.5;9;Entregue
925;16/11/2024;97;Pirelli Brasil;75;110.17;8262.75;20;Entregue
926;13/03/2024;98;Honda Peças;44;683.43;30070.92;6;Entregue
927;21/03/2024;98;NGK Brasil;68;686.34;46671.12;9;Entregue
928;16/03/2024;98;Cofap Distrib;30;798.63;23958.9;15;Pendente
929;02/05/2024;98;Yamaha Parts;73;773.43;56460.39;13;Entregue
930;12/08/2024;98;Cofap Distrib;77;776.77;59811.29;3;Cancelada
931;20/08/2024;98;NGK Brasil;25;769.67;19241.75;20;Entregue
932;14/08/2024;98;Cofap Distrib;59;684.81;40403.79;3;Entregue
933;01/09/2024;98;Magneti Marelli;13;806.26;10481.38;10;Entregue
934;12/09/2024;98;Cofap Distrib;81;778.66;63071.46;17;Entregue
935;19/11/2024;98;Pirelli Brasil;25;825.09;20627.25;4;Pendente
936;18/11/2024;98;Honda Peças;42;707.59;29718.78;4;Entregue
937;12/03/2024;99;Cofap Distrib;79;1246.54;98476.66;3;Entregue
938;08/04/2024;99;Magneti Marelli;54;1206.64;65158.56;11;Cancelada
939;20/04/2024;99;Yamaha Parts;81;1210.84;98078.04;20;Entregue
940;26/04/2024;99;NGK Brasil;8;1224.24;9793.92;9;Pendente
941;08/05/2024;99;Magneti Marelli;17;1108.8;18849.6;12;Entregue
942;09/05/2024;99;Honda Peças;34;1198.07;40734.38;16;Entregue
943;15/06/2024;99;NGK Brasil;47;1239.1;58237.7;5;Pendente
944;04/06/2024;99;Magneti Marelli;16;1072.03;17152.48;8;Entregue
945;16/10/2024;99;Pirelli Brasil;47;1118.53;52570.91;8;Entregue
946;01/10/2024;99;Honda Peças;17;1298.26;22070.42;10;Entregue
947;09/11/2024;99;NGK Brasil;5;1191.08;5955.4;7;Entregue
948;22/12/2024;99;Yamaha Parts;43;1097.37;47186.91;13;Entregue
949;25/01/2024;100;Honda Peças;88;1709.35;150422.8;17;Entregue
950;10/01/2024;100;Pirelli Brasil;39;1587.32;61905.48;19;Entregue
951;28/02/2024;100;NGK Brasil;40;1460.87;58434.8;3;Entregue
952;24/02/2024;100;Yamaha Parts;34;1588.61;54012.74;18;Entregue
953;10/02/2024;100;Pirelli Brasil;47;1555.49;73108.03;8;Entregue
954;15/06/2024;100;Magneti Marelli;70;1634.58;114420.6;10;Entregue
955;11/06/2024;100;Honda Peças;59;1528.13;90159.67;13;Entregue
956;14/10/2024;100;Honda Peças;96;1526.41;146535.36;15;Entregue
957;21/12/2024;100;Yamaha Parts;91;1594.98;145143.18;19;Entregue
958;11/12/2024;100;NGK Brasil;11;1461.18;16072.98;16;Entregue
959;25/12/2024;100;NGK Brasil;86;1621.46;139445.56;6;Entregue
960;14/02/2024;101;Cofap Distrib;64;765.04;48962.56;10;Entregue
961;26/02/2024;101;Pirelli Brasil;73;749.66;54725.18;14;Entregue
962;21/03/2024;101;Pirelli Brasil;19;715.09;13586.71;11;Cancelada
963;04/03/2024;101;Magneti Marelli;11;780.05;8580.55;7;Entregue
964;13/08/2024;101;Bosch Distribuição;81;776.15;62868.15;13;Entregue
965;16/08/2024;101;NGK Brasil;68;745.82;50715.76;3;Entregue
966;06/08/2024;101;Honda Peças;35;803.39;28118.65;6;Entregue
967;12/11/2024;101;Cofap Distrib;83;779.93;64734.19;18;Entregue
968;07/11/2024;101;Bosch Distribuição;36;719.18;25890.48;10;Entregue
969;25/12/2024;101;Honda Peças;48;761.28;36541.44;20;Entregue
970;09/01/2024;102;Bosch Distribuição;73;1023.61;74723.53;3;Entregue
971;26/01/2024;102;Yamaha Parts;83;1160.15;96292.45;18;Entregue
972;03/01/2024;102;Magneti Marelli;81;1120.69;90775.89;7;Entregue
973;17/03/2024;102;Pirelli Brasil;35;1227.68;42968.8;19;Pendente
974;16/04/2024;102;Bosch Distribuição;60;1230.1;73806.0;13;Entregue
975;18/04/2024;102;Yamaha Parts;82;1144.08;93814.56;20;Entregue
976;20/07/2024;102;Pirelli Brasil;97;1059.17;102739.49;4;Entregue
977;12/07/2024;102;Magneti Marelli;74;1049.21;77641.54;9;Entregue
978;10/08/2024;102;Yamaha Parts;98;1136.92;111418.16;3;Entregue
979;20/08/2024;102;Cofap Distrib;40;1101.55;44062.0;13;Entregue
980;02/11/2024;102;Honda Peças;73;1116.53;81506.69;16;Entregue
981;08/11/2024;102;Yamaha Parts;41;1127.3;46219.3;3;Entregue
982;06/11/2024;102;Honda Peças;98;1132.7;111004.6;19;Entregue
983;26/01/2024;103;Bosch Distribuição;88;829.28;72976.64;15;Pendente
984;20/04/2024;103;Cofap Distrib;47;808.21;37985.87;18;Entregue
985;05/05/2024;103;Pirelli Brasil;67;887.0;59429.0;4;Entregue
986;19/05/2024;103;Yamaha Parts;10;875.92;8759.2;8;Entregue
987;28/06/2024;103;NGK Brasil;42;952.15;39990.3;19;Entregue
988;18/06/2024;103;Magneti Marelli;36;868.83;31277.88;8;Cancelada
989;06/07/2024;103;NGK Brasil;33;797.84;26328.72;15;Entregue
990;17/08/2024;103;Pirelli Brasil;75;844.02;63301.5;3;Entregue
991;07/08/2024;103;Cofap Distrib;54;897.95;48489.3;4;Entregue
992;11/12/2024;103;NGK Brasil;36;785.41;28274.76;19;Entregue
993;04/12/2024;103;Magneti Marelli;95;858.98;81603.1;19;Entregue
994;20/12/2024;103;Bosch Distribuição;65;847.2;55068.0;12;Entregue
995;09/04/2024;104;Bosch Distribuição;29;1392.49;40382.21;19;Entregue
996;28/04/2024;104;Honda Peças;13;1265.84;16455.92;9;Entregue
997;12/07/2024;104;Honda Peças;73;1369.5;99973.5;19;Entregue
998;20/07/2024;104;Pirelli Brasil;69;1274.98;87973.62;15;Entregue
999;21/07/2024;104;NGK Brasil;36;1261.06;45398.16;10;Pendente
1000;15/08/2024;104;Honda Peças;37;1337.29;49479.73;8;Pendente
1001;20/08/2024;104;Yamaha Parts;16;1348.46;21575.36;6;Entregue
1002;23/11/2024;104;NGK Brasil;26;1418.84;36889.84;6;Cancelada
1003;10/11/2024;104;Honda Peças;11;1467.99;16147.89;18;Entregue
1004;25/11/2024;104;NGK Brasil;61;1442.01;87962.61;4;Entregue
1005;26/01/2024;105;Pirelli Brasil;91;523.12;47603.92;9;Entregue
1006;05/01/2024;105;Pirelli Brasil;7;519.94;3639.58;8;Entregue
1007;20/02/2024;105;Magneti Marelli;31;521.12;16154.72;13;Entregue
1008;14/02/2024;105;NGK Brasil;6;497.54;2985.24;16;Cancelada
1009;13/02/2024;105;Bosch Distribuição;74;537.16;39749.84;7;Entregue
1010;23/03/2024;105;Yamaha Parts;93;489.46;45519.78;7;Entregue
1011;17/05/2024;105;Honda Peças;74;491.02;36335.48;8;Entregue
1012;05/05/2024;105;Yamaha Parts;63;491.91;30990.33;20;Cancelada
1013;13/06/2024;105;Pirelli Brasil;42;548.16;23022.72;17;Entregue
1014;06/06/2024;105;NGK Brasil;12;494.09;5929.08;14;Entregue
1015;19/09/2024;105;Honda Peças;61;481.17;29351.37;12;Pendente
1016;08/01/2024;106;Bosch Distribuição;46;98.35;4524.1;19;Entregue
1017;11/01/2024;106;Bosch Distribuição;91;114.98;10463.18;16;Pendente
1018;03/01/2024;106;Bosch Distribuição;69;106.17;7325.73;8;Entregue
1019;18/09/2024;106;Bosch Distribuição;14;98.69;1381.66;18;Entregue
1020;04/09/2024;106;Pirelli Brasil;38;101.36;3851.68;3;Entregue
1021;25/12/2024;106;Honda Peças;48;102.02;4896.96;14;Entregue
1022;06/12/2024;106;Pirelli Brasil;68;119.28;8111.04;18;Entregue
1023;09/01/2024;107;NGK Brasil;66;1555.33;102651.78;16;Entregue
1024;15/01/2024;107;NGK Brasil;37;1441.06;53319.22;17;Entregue
1025;11/03/2024;107;Bosch Distribuição;89;1631.81;145231.09;5;Entregue
1026;06/03/2024;107;Pirelli Brasil;17;1401.95;23833.15;13;Entregue
1027;01/04/2024;107;Honda Peças;54;1659.65;89621.1;18;Pendente
1028;22/05/2024;107;Cofap Distrib;100;1577.97;157797.0;8;Entregue
1029;11/06/2024;107;Honda Peças;29;1493.94;43324.26;15;Cancelada
1030;28/06/2024;107;Pirelli Brasil;96;1437.04;137955.84;20;Entregue
1031;06/07/2024;107;Cofap Distrib;19;1683.0;31977.0;4;Entregue
1032;18/07/2024;107;Bosch Distribuição;79;1472.13;116298.27;9;Entregue
1033;23/10/2024;107;NGK Brasil;68;1415.17;96231.56;11;Entregue
1034;25/12/2024;107;NGK Brasil;25;1477.22;36930.5;3;Pendente
1035;10/12/2024;107;Cofap Distrib;59;1680.62;99156.58;18;Entregue
1036;02/04/2024;108;Honda Peças;40;444.52;17780.8;18;Entregue
1037;14/04/2024;108;NGK Brasil;87;386.68;33641.16;8;Entregue
1038;15/06/2024;108;Cofap Distrib;24;411.17;9868.08;11;Entregue
1039;02/06/2024;108;NGK Brasil;99;394.48;39053.52;8;Entregue
1040;05/06/2024;108;Yamaha Parts;21;415.37;8722.77;5;Entregue
1041;03/07/2024;108;Bosch Distribuição;17;449.1;7634.7;6;Pendente
1042;05/07/2024;108;Yamaha Parts;37;391.66;14491.42;10;Entregue
1043;24/07/2024;108;Bosch Distribuição;73;407.06;29715.38;6;Entregue
1044;18/09/2024;108;Honda Peças;76;407.92;31001.92;12;Pendente
1045;28/09/2024;108;Yamaha Parts;25;401.78;10044.5;8;Pendente
1046;23/09/2024;108;NGK Brasil;76;409.28;31105.28;4;Entregue
1047;09/10/2024;108;Yamaha Parts;17;430.74;7322.58;6;Entregue
1048;23/12/2024;108;Yamaha Parts;81;421.53;34143.93;3;Pendente
1049;19/12/2024;108;Magneti Marelli;91;422.85;38479.35;7;Entregue
1050;10/12/2024;108;NGK Brasil;32;391.72;12535.04;15;Entregue
1051;22/01/2024;109;Yamaha Parts;52;986.67;51306.84;16;Entregue
1052;26/01/2024;109;Honda Peças;62;1006.65;62412.3;4;Entregue
1053;10/01/2024;109;Yamaha Parts;15;869.82;13047.3;12;Entregue
1054;13/04/2024;109;Bosch Distribuição;98;862.26;84501.48;7;Entregue
1055;28/04/2024;109;NGK Brasil;23;1032.51;23747.73;15;Pendente
1056;15/04/2024;109;Cofap Distrib;39;894.11;34870.29;7;Entregue
1057;16/09/2024;109;Pirelli Brasil;85;869.18;73880.3;6;Entregue
1058;17/09/2024;109;Pirelli Brasil;25;999.74;24993.5;17;Entregue
1059;12/11/2024;109;Yamaha Parts;12;948.05;11376.6;10;Entregue
1060;10/11/2024;109;Yamaha Parts;71;991.81;70418.51;9;Entregue
1061;09/11/2024;109;Cofap Distrib;73;951.21;69438.33;20;Entregue
1062;22/02/2024;110;Pirelli Brasil;35;918.51;32147.85;18;Entregue
1063;17/05/2024;110;Yamaha Parts;39;884.49;34495.11;4;Entregue
1064;09/05/2024;110;NGK Brasil;92;880.12;80971.04;3;Entregue
1065;13/05/2024;110;Yamaha Parts;38;843.92;32068.96;5;Entregue
1066;28/06/2024;110;Bosch Distribuição;36;928.23;33416.28;14;Entregue
1067;17/06/2024;110;NGK Brasil;37;811.22;30015.14;20;Entregue
1068;27/08/2024;110;Honda Peças;19;867.18;16476.42;10;Entregue
1069;15/08/2024;110;Cofap Distrib;87;859.18;74748.66;8;Entregue
1070;09/08/2024;110;Honda Peças;58;976.14;56616.12;6;Entregue
1071;15/09/2024;110;NGK Brasil;57;864.19;49258.83;11;Entregue
1072;10/09/2024;110;Honda Peças;31;864.99;26814.69;20;Entregue
1073;21/03/2024;111;NGK Brasil;35;621.83;21764.05;10;Entregue
1074;24/07/2024;111;Honda Peças;28;683.49;19137.72;7;Entregue
1075;13/07/2024;111;Bosch Distribuição;50;612.25;30612.5;16;Entregue
1076;07/07/2024;111;Honda Peças;22;654.85;14406.7;3;Entregue
1077;07/06/2024;112;Cofap Distrib;49;1090.25;53422.25;9;Pendente
1078;27/06/2024;112;Honda Peças;99;1111.83;110071.17;15;Pendente
1079;15/07/2024;112;Magneti Marelli;60;1006.69;60401.4;13;Entregue
1080;07/08/2024;112;NGK Brasil;90;1162.83;104654.7;10;Entregue
1081;03/08/2024;112;Magneti Marelli;11;1129.8;12427.8;19;Entregue
1082;16/08/2024;112;Yamaha Parts;41;1077.55;44179.55;4;Entregue
1083;13/09/2024;112;Cofap Distrib;20;1152.87;23057.4;5;Entregue
1084;08/09/2024;112;Honda Peças;89;1136.43;101142.27;14;Entregue
1085;20/10/2024;112;Honda Peças;73;1094.53;79900.69;13;Pendente
1086;19/10/2024;112;Pirelli Brasil;13;1044.17;13574.21;17;Entregue
1087;09/06/2024;113;Honda Peças;63;819.92;51654.96;15;Entregue
1088;27/06/2024;113;Honda Peças;8;822.12;6576.96;18;Entregue
1089;07/07/2024;113;NGK Brasil;98;850.5;83349.0;12;Entregue
1090;19/07/2024;113;Cofap Distrib;52;734.06;38171.12;12;Entregue
1091;28/07/2024;113;Yamaha Parts;68;748.45;50894.6;4;Entregue
1092;16/08/2024;113;Magneti Marelli;82;725.98;59530.36;19;Entregue
1093;14/08/2024;113;Honda Peças;96;834.06;80069.76;9;Entregue
1094;12/08/2024;113;Magneti Marelli;99;872.51;86378.49;6;Entregue
1095;21/10/2024;113;Cofap Distrib;81;715.31;57940.11;12;Entregue
1096;10/10/2024;113;Cofap Distrib;67;766.99;51388.33;14;Entregue
1097;05/10/2024;113;Yamaha Parts;27;854.72;23077.44;8;Entregue
1098;06/01/2024;114;Magneti Marelli;79;101.18;7993.22;4;Entregue
1099;11/01/2024;114;NGK Brasil;41;111.31;4563.71;20;Entregue
1100;24/01/2024;114;Yamaha Parts;22;105.21;2314.62;20;Entregue
1101;12/04/2024;114;Pirelli Brasil;13;94.93;1234.09;8;Pendente
1102;21/04/2024;114;Cofap Distrib;58;95.82;5557.56;12;Entregue
1103;07/06/2024;114;Yamaha Parts;47;95.6;4493.2;11;Entregue
1104;07/06/2024;114;NGK Brasil;70;103.18;7222.6;20;Entregue
1105;22/06/2024;114;Magneti Marelli;27;96.76;2612.52;14;Entregue
1106;03/09/2024;114;Bosch Distribuição;18;95.97;1727.46;19;Entregue
1107;12/09/2024;114;Pirelli Brasil;88;94.14;8284.32;13;Entregue
1108;14/01/2024;115;Yamaha Parts;40;292.28;11691.2;8;Entregue
1109;27/01/2024;115;Bosch Distribuição;50;283.59;14179.5;17;Pendente
1110;05/02/2024;115;Bosch Distribuição;70;282.07;19744.9;15;Entregue
1111;21/02/2024;115;Yamaha Parts;55;286.4;15752.0;20;Entregue
1112;28/08/2024;115;Yamaha Parts;21;268.83;5645.43;16;Entregue
1113;14/08/2024;115;Honda Peças;70;264.93;18545.1;20;Entregue
